estimand,level,unit,sex,age_band,estimate,lower,upper
mortality_rate,county,3,female,65-74,0.02246307006257303,0.007284325213028198,0.04838896418378816
mortality_rate,county,3,female,75-84,0.057310553754831295,0.019281399229927734,0.12696776971570276
mortality_rate,county,3,female,85+,0.11244064488255101,0.03689723254370005,0.28140283661149534
qualifying_event_rate,county,3,female,0-17,0.018657577704564936,0.012436340269430106,0.026396859665794095
qualifying_event_rate,county,3,female,18-44,0.029507049345772033,0.020306184973924137,0.04075579796856755
qualifying_event_rate,county,3,female,45-64,0.04717095694774407,0.0339647129633317,0.06443491810480592
qualifying_event_rate,county,3,female,65-74,0.07121390885787272,0.05026255156570736,0.09725059663954157
qualifying_event_rate,county,3,female,75-84,0.07103710807615712,0.04860087531469957,0.09861920444942877
qualifying_event_rate,county,3,female,85+,0.07776774735053454,0.04222288408464363,0.11967533876893953
person_years_exposure,county,4,male,0-17,4338.791295018666,3004.8922298393964,5657.750058067881
person_years_exposure,county,4,male,18-44,4360.717947201584,3022.860435328561,5669.8252094183545
person_years_exposure,county,4,male,45-64,4222.303767111271,2921.4012195390633,5518.43162309759
person_years_exposure,county,4,male,65-74,1331.7556992172367,921.8138486015166,1761.6584349065092
person_years_exposure,county,4,male,75-84,680.8760034500389,457.8972211385853,922.8422254814469
person_years_exposure,county,4,male,85+,157.51024555808988,87.8090757534615,231.28512714551883
person_years_exposure,county,4,male,18-64,8583.021714312854,5946.346702328752,11186.048312140098
person_years_exposure,county,4,male,65+,2170.1419482253655,1479.5659110763788,2915.012467701602
mortality_rate,county,4,male,0-17,0.0026877580184920674,0.0006486853993531879,0.005783176829377062
mortality_rate,county,4,male,18-44,0.0009719228120956193,0.0,0.002317007180637047
mortality_rate,county,4,male,45-64,0.004804055038744315,0.0013732852216136622,0.01026115888414461
mortality_rate,county,4,male,65-74,0.019014197303517166,0.005731141477879144,0.04233745217248571
mortality_rate,county,4,male,75-84,0.05838922294232865,0.01967024202564589,0.1313545401067614
mortality_rate,county,4,male,85+,0.10620151129617085,0.03663338245983287,0.25849027103705485
qualifying_event_rate,county,4,male,0-17,0.027178733325543075,0.01837906063180488,0.03797722517370226
qualifying_event_rate,county,4,male,18-44,0.03810519681320691,0.027074941415456293,0.05237030377395157
qualifying_event_rate,county,4,male,45-64,0.05577558551758832,0.040089311788843875,0.0764003114416702
qualifying_event_rate,county,4,male,65-74,0.08897331749801787,0.06392652326569886,0.1175528847818446
qualifying_event_rate,county,4,male,75-84,0.09430031407684582,0.06731171700373068,0.12860478772330997
qualifying_event_rate,county,4,male,85+,0.08902803846372279,0.05093498057131409,0.13686408360024532
person_years_exposure,county,4,female,0-17,4445.981444188992,3076.7161433810747,5836.573975808077
person_years_exposure,county,4,female,18-44,4498.045764207063,3124.181862028736,5931.228336993866
person_years_exposure,county,4,female,45-64,4356.949996824676,3027.4597742819537,5676.626557098711
person_years_exposure,county,4,female,65-74,1412.7174760925195,978.7215917016939,1864.2322578133594
person_years_exposure,county,4,female,75-84,574.8776769953407,384.814052881347,775.964313113487
person_years_exposure,county,4,female,85+,186.94274342195718,104.17574373022808,278.4628061813416
person_years_exposure,county,4,female,18-64,8854.99576103174,6137.756975076498,11622.143368529
person_years_exposure,county,4,female,65+,2174.537896509817,1489.980716314337,2887.9132454312426
mortality_rate,county,4,female,0-17,0.0033509895817205055,0.0009131091556049371,0.007432461206330321
mortality_rate,county,4,female,18-44,0.0007612898102324343,0.0,0.0018428140004636089
mortality_rate,county,4,female,45-64,0.00426099482890096,0.0012614028908044606,0.009248761598976462
mortality_rate,county,4,female,65-74,0.02002457177654914,0.006308990469681391,0.04343246342046199
mortality_rate,county,4,female,75-84,0.05814705024545338,0.019100071718090268,0.13146394527687738
mortality_rate,county,4,female,85+,0.11829015336700253,0.039349516363827934,0.29208958595713386
qualifying_event_rate,county,4,female,0-17,0.026094711149579036,0.018096133195060808,0.03684225086400455
qualifying_event_rate,county,4,female,18-44,0.041049293680329973,0.02916640807649107,0.056568783867321615
qualifying_event_rate,county,4,female,45-64,0.06053221635225545,0.043925436905459504,0.08151135015505356
qualifying_event_rate,county,4,female,65-74,0.0910562238571582,0.06640690586679264,0.11974218369714151
qualifying_event_rate,county,4,female,75-84,0.09190294583681237,0.06334046838938338,0.12591367452528665
qualifying_event_rate,county,4,female,85+,0.09720110716951005,0.059301739281082025,0.14332627511158502
person_years_exposure,county,5,male,0-17,2494.4021429307472,1788.4170458958508,3342.04821286952
person_years_exposure,county,5,male,18-44,2922.180271014568,2117.0341018088175,3935.435802799956
person_years_exposure,county,5,male,45-64,2399.8719055165607,1742.6455191932228,3250.698955454936
person_years_exposure,county,5,male,65-74,808.6343890111347,579.4177756569266,1100.111147734052
person_years_exposure,county,5,male,75-84,310.89028298536516,208.22003828331955,432.2727451593615
person_years_exposure,county,5,male,85+,52.03595390248578,28.909108479969223,79.89381226656533
person_years_exposure,county,5,male,18-64,5322.052176531129,3860.528154934102,7190.02247524942
person_years_exposure,county,5,male,65+,1171.5606258989856,823.5421065518283,1596.587264163984
mortality_rate,county,5,male,0-17,0.0010053761808645244,0.0,0.0026295011644971488
mortality_rate,county,5,male,18-44,0.0010034045248111876,0.0,0.0025441953527587085
mortality_rate,county,5,male,45-64,0.004777883589283459,0.0010882041449066598,0.010703634622334571
mortality_rate,county,5,male,65-74,0.021206663645569827,0.006060639315798171,0.046898384473112446
mortality_rate,county,5,male,75-84,0.05466058888012013,0.015549166703253825,0.12826822394490778
mortality_rate,county,5,male,85+,0.11054139346809169,0.023184203857676486,0.2974401506834862
qualifying_event_rate,county,5,male,0-17,0.020681465004030126,0.013420242237666701,0.029638938179340515
qualifying_event_rate,county,5,male,18-44,0.027939761397028123,0.01897753597442691,0.03991423532906935
qualifying_event_rate,county,5,male,45-64,0.04546181769606416,0.03197236287675769,0.06305692715440146
qualifying_event_rate,county,5,male,65-74,0.07505296632005562,0.05154810822995644,0.10322632253175072
qualifying_event_rate,county,5,male,75-84,0.08188660660375859,0.05101108188377563,0.1183859717921029
qualifying_event_rate,county,5,male,85+,0.05848128423305976,0.010506816604910839,0.12063728679663904
person_years_exposure,county,5,female,0-17,2472.549333144938,1784.8350884133454,3338.201469986335
person_years_exposure,county,5,female,18-44,2680.0619562783318,1940.1796869106684,3601.5798766759576
person_years_exposure,county,5,female,45-64,2464.753723344706,1791.6533610429685,3334.0851053159317
person_years_exposure,county,5,female,65-74,730.7103457875663,518.8640521736373,988.9584177772952
person_years_exposure,county,5,female,75-84,330.4487573232936,223.89496199134646,456.9323225964821
person_years_exposure,county,5,female,85+,61.468998189703676,34.42016071530158,92.00193700192943
person_years_exposure,county,5,female,18-64,5144.815679623038,3731.632965138785,6938.419815137078
person_years_exposure,county,5,female,65+,1122.6281013005635,786.238666284033,1532.530741689186
mortality_rate,county,5,female,0-17,0.007909899683426683,0.002357017151090927,0.016657201125161437
mortality_rate,county,5,female,18-44,0.0010455900421202722,0.0,0.0026086126972700717
mortality_rate,county,5,female,45-64,0.004475599284228055,0.0011062859912737647,0.009925105754818229
mortality_rate,county,5,female,65-74,0.023066568806526952,0.006590010445119931,0.051807078623839216
mortality_rate,county,5,female,75-84,0.058791151697082794,0.01753065876537126,0.13452729913115766
mortality_rate,county,5,female,85+,0.11192894334628717,0.026854150570264575,0.29077119044545957
qualifying_event_rate,county,5,female,0-17,0.01962051663122721,0.012564642695468708,0.028230436635114313
qualifying_event_rate,county,5,female,18-44,0.025929139084250742,0.017187685386655986,0.03714861691640204
qualifying_event_rate,county,5,female,45-64,0.04483781041064042,0.030991543752365937,0.06141894022952643
qualifying_event_rate,county,5,female,65-74,0.07037658818353722,0.0477512571733847,0.09766719125728326
qualifying_event_rate,county,5,female,75-84,0.07738102233010469,0.048435604397072445,0.11270505982802079
qualifying_event_rate,county,5,female,85+,0.0744418006047966,0.02355711800431231,0.1336708724941175
person_years_exposure,county,6,male,0-17,677.8471946234065,558.9077904225304,791.6551557727431
person_years_exposure,county,6,male,18-44,640.3567725687709,532.0440911125157,745.749103769998
person_years_exposure,county,6,male,45-64,721.4480373190936,596.481988031127,839.3988386240621
person_years_exposure,county,6,male,65-74,231.5261945183328,187.31062460595953,276.6130003631674
person_years_exposure,county,6,male,75-84,109.51444770708852,83.5937478481683,135.55453072719456
person_years_exposure,county,6,male,85+,21.07082737388286,11.701848228989302,29.805544526874446
person_years_exposure,county,6,male,18-64,1361.8048098878644,1130.4673461736309,1584.5051453861868
person_years_exposure,county,6,male,65+,362.1114695993042,289.73416351957377,435.18704333450523
mortality_rate,county,6,male,0-17,0.0010077573148761275,0.0,0.0036799295983092847
mortality_rate,county,6,male,18-44,0.0010685502290064138,0.0,0.003971191755458826
mortality_rate,county,6,male,45-64,0.004791515240918975,0.0,0.011519187365655293
mortality_rate,county,6,male,65-74,0.02103510318170057,0.0037700806104787052,0.04996137535928634
mortality_rate,county,6,male,75-84,0.05269596642452365,0.008582938501090024,0.1254271872918117
mortality_rate,county,6,male,85+,0.10818326830295882,0.0,0.3353500718756058
qualifying_event_rate,county,6,male,0-17,0.01643557613329256,0.00748248408285226,0.02715907486071094
qualifying_event_rate,county,6,male,18-44,0.025279541950654936,0.014007990196633804,0.038937576982797324
qualifying_event_rate,county,6,male,45-64,0.03596412622751939,0.02164567083066847,0.05322211999338106
qualifying_event_rate,county,6,male,65-74,0.06036413987900292,0.033414369852698245,0.09347769992138141
qualifying_event_rate,county,6,male,75-84,0.06227514995151342,0.025215465315378768,0.10462395547719694
qualifying_event_rate,county,6,male,85+,0.058211930415305556,0.0,0.15275693207951688
person_years_exposure,county,6,female,0-17,617.2909682756007,505.91229259449796,721.8141199552623
person_years_exposure,county,6,female,18-44,609.5212136474721,506.1648408245219,708.6679483893413
person_years_exposure,county,6,female,45-64,710.823181109381,588.227103670684,827.7448765507181
person_years_exposure,county,6,female,65-74,215.05711668928524,173.53197219823187,254.37755440625497
person_years_exposure,county,6,female,75-84,90.72166457339637,68.2905101065338,111.81716116254842
person_years_exposure,county,6,female,85+,21.539081879428736,12.018240780794004,30.440962066744564
person_years_exposure,county,6,female,18-64,1320.344394756853,1095.775055933828,1536.208098648121
person_years_exposure,county,6,female,65+,327.31786314211035,259.767350125914,391.0030766119322
mortality_rate,county,6,female,0-17,0.0018665427573982228,0.0,0.005875595592103579
mortality_rate,county,6,female,18-44,0.0007326872706533343,0.0,0.0032394931658395786
mortality_rate,county,6,female,45-64,0.005167726575851145,0.0,0.012868836119617923
mortality_rate,county,6,female,65-74,0.02251147081422905,0.0041496133558689835,0.05546962225302406
mortality_rate,county,6,female,75-84,0.05897477125691506,0.010184851584487672,0.14581211345455047
mortality_rate,county,6,female,85+,0.0923907875936671,0.0,0.2964476583158642
qualifying_event_rate,county,6,female,0-17,0.015651221091782835,0.007150052911199736,0.026047722311866174
qualifying_event_rate,county,6,female,18-44,0.025345501591548313,0.013450878643970595,0.039489271179775805
qualifying_event_rate,county,6,female,45-64,0.04016416676401763,0.02457293731165659,0.05887463248214274
qualifying_event_rate,county,6,female,65-74,0.06114686114993021,0.03292776642207191,0.09173444093657712
qualifying_event_rate,county,6,female,75-84,0.06014486709697977,0.02177644083572165,0.10428802324674574
qualifying_event_rate,county,6,female,85+,0.06246628794490023,0.0,0.1499304634264813
person_years_exposure,county,7,male,0-17,944.1859165675477,763.5121947441862,1151.0098053667627
person_years_exposure,county,7,male,18-44,929.8203378350223,753.7511309254688,1125.0906601158492
person_years_exposure,county,7,male,45-64,853.2969816312534,690.4297641807603,1036.7677879128505
person_years_exposure,county,7,male,65-74,274.0722950923449,219.01957841432457,337.47292938044296
person_years_exposure,county,7,male,75-84,159.0001599739882,118.314386122543,205.33057520631294
person_years_exposure,county,7,male,85+,22.889059438261135,13.155389035889154,33.274369412198425
person_years_exposure,county,7,male,18-64,1783.1173194662756,1446.2128416576727,2156.812755682674
person_years_exposure,county,7,male,65+,455.9615145045942,358.30129889109236,571.3406657750099
mortality_rate,county,7,male,0-17,0.0014971354623555984,0.0,0.004486305457197849
mortality_rate,county,7,male,18-44,0.0011507634594175341,0.0,0.0034920341781812343
mortality_rate,county,7,male,45-64,0.006038160055541543,0.001028665967149054,0.013734036811955567
mortality_rate,county,7,male,65-74,0.021387286242365508,0.0037769299573780775,0.05236751150817377
mortality_rate,county,7,male,75-84,0.05499493223593927,0.013093742775453093,0.13445081674893575
mortality_rate,county,7,male,85+,0.1156523752882022,0.0,0.3393996917961409
qualifying_event_rate,county,7,male,0-17,0.019500512612955063,0.010604409373509933,0.029702172045648127
qualifying_event_rate,county,7,male,18-44,0.027618734128228715,0.01652887481454735,0.04075830216832147
qualifying_event_rate,county,7,male,45-64,0.0473280402410151,0.03027368163310283,0.06767911057390387
qualifying_event_rate,county,7,male,65-74,0.07840602363915528,0.04758767895118017,0.11358717782177863
qualifying_event_rate,county,7,male,75-84,0.06949916523104704,0.03519513313698734,0.10806850364270476
qualifying_event_rate,county,7,male,85+,0.07037951690120081,0.0,0.15803369181437976
person_years_exposure,county,7,female,0-17,950.3213149666527,766.2382474486849,1159.2618291175932
person_years_exposure,county,7,female,18-44,981.814154018783,796.2954843837656,1185.9967103234906
person_years_exposure,county,7,female,45-64,846.983312411712,684.2562390449472,1027.9851105033915
person_years_exposure,county,7,female,65-74,263.7465354693201,210.93792441614332,325.78178651470824
person_years_exposure,county,7,female,75-84,136.45889528630016,101.42776023234823,174.67563361689702
person_years_exposure,county,7,female,85+,24.374918101822825,13.395820816521857,35.989806447431924
person_years_exposure,county,7,female,18-64,1828.797466430495,1482.3016186553516,2209.9843454431434
person_years_exposure,county,7,female,65+,424.5803488574431,334.08344887456786,530.7141970856733
mortality_rate,county,7,female,0-17,0.00261681640418353,0.0,0.006785818631432046
mortality_rate,county,7,female,18-44,0.0006254598461095274,0.0,0.0023934451792902126
mortality_rate,county,7,female,45-64,0.004905968484394595,0.0,0.011647185721896417
mortality_rate,county,7,female,65-74,0.02024997666518449,0.003680710413137711,0.048014587936391226
mortality_rate,county,7,female,75-84,0.05567245862429344,0.012992086789440513,0.1357372157568541
mortality_rate,county,7,female,85+,0.12872460421571852,0.026328169167695967,0.3804890324424735
qualifying_event_rate,county,7,female,0-17,0.020612374570318216,0.01141349602868196,0.031153943627660368
qualifying_event_rate,county,7,female,18-44,0.030885762851646553,0.019148762827943342,0.04498962154378995
qualifying_event_rate,county,7,female,45-64,0.04653552073480019,0.029789989152296435,0.06610436552409317
qualifying_event_rate,county,7,female,65-74,0.07164382144198826,0.04204303532187924,0.10557855907787922
qualifying_event_rate,county,7,female,75-84,0.07673326604903152,0.04024262767446808,0.11692896072964358
qualifying_event_rate,county,7,female,85+,0.08719301376928204,0.0,0.1767111364123786
person_years_exposure,county,8,male,0-17,1054.3003824960865,869.0416424900486,1289.5516510152186
person_years_exposure,county,8,male,18-44,1132.629631182844,930.0306860109587,1379.9057220495395
person_years_exposure,county,8,male,45-64,1165.7326140658358,959.9529061360586,1420.4838790001115
person_years_exposure,county,8,male,65-74,430.4291905517725,349.57387330912024,532.7443709239733
person_years_exposure,county,8,male,75-84,186.84340399057282,140.6158277396849,239.53550662941973
person_years_exposure,county,8,male,85+,38.87149729979393,23.68531520644,55.05346453458382
person_years_exposure,county,8,male,18-64,2298.3622452486798,1888.7608357343595,2798.400809585748
person_years_exposure,county,8,male,65+,656.1440918421392,524.1093077383198,821.1572822656877
mortality_rate,county,8,male,0-17,0.0015176866885523864,0.0,0.004251000019447454
mortality_rate,county,8,male,18-44,0.0011475990488987733,0.0,0.0035993519165344974
mortality_rate,county,8,male,45-64,0.0057911878599278275,0.0009041556584033517,0.013229292062096202
mortality_rate,county,8,male,65-74,0.021159239914332998,0.004944273417818913,0.04870266056277892
mortality_rate,county,8,male,75-84,0.06006254568403968,0.01589103372739878,0.13981616448506037
mortality_rate,county,8,male,85+,0.10423813606257841,0.018443209033306224,0.28241754278339654
qualifying_event_rate,county,8,male,0-17,0.020954450480180874,0.011963882962636061,0.03157404826702446
qualifying_event_rate,county,8,male,18-44,0.02981093620681816,0.018417343018455275,0.043574500255929884
qualifying_event_rate,county,8,male,45-64,0.049809828347970306,0.033576554935362976,0.06980702808947853
qualifying_event_rate,county,8,male,65-74,0.08247095146004929,0.05456573869375935,0.11412926127107383
qualifying_event_rate,county,8,male,75-84,0.07557382370056928,0.043671801570911314,0.11341253384282468
qualifying_event_rate,county,8,male,85+,0.06979880387606563,0.014147242874382968,0.14173761440021226
person_years_exposure,county,8,female,0-17,1106.468286147488,912.6931927745632,1349.7512355138888
person_years_exposure,county,8,female,18-44,1109.889721750816,912.1266078220075,1349.7136777400538
person_years_exposure,county,8,female,45-64,1136.649697706728,933.6557073897501,1384.951922055101
person_years_exposure,county,8,female,65-74,469.31305929000763,380.6063433213484,578.2503097298918
person_years_exposure,county,8,female,75-84,157.04842417149212,119.91022355645272,200.6689702494631
person_years_exposure,county,8,female,85+,28.521697118951437,16.015572936823357,41.56313713892647
person_years_exposure,county,8,female,18-64,2246.5394194575438,1848.3732139252988,2733.218741540269
person_years_exposure,county,8,female,65+,654.8831805804513,522.7913385561018,816.4733086995698
mortality_rate,county,8,female,0-17,0.00255378633904501,0.0,0.00647448032692198
mortality_rate,county,8,female,18-44,0.000611951985354531,0.0,0.0022358381248923777
mortality_rate,county,8,female,45-64,0.004819880422308911,0.0008977477153986353,0.010936888681619503
mortality_rate,county,8,female,65-74,0.021695435038359474,0.005058041140877124,0.04881281536153303
mortality_rate,county,8,female,75-84,0.053497216153067594,0.012516195882159076,0.12939872824822876
mortality_rate,county,8,female,85+,0.12470831618073557,0.024351835158625573,0.3490431877595267
qualifying_event_rate,county,8,female,0-17,0.02194570496642619,0.012670109418551834,0.03256192231946511
qualifying_event_rate,county,8,female,18-44,0.03264983316115092,0.02053904816374134,0.04756623739315421
qualifying_event_rate,county,8,female,45-64,0.04900611589612255,0.032944937265915984,0.06858280839590314
qualifying_event_rate,county,8,female,65-74,0.07785039875239198,0.051389650849570374,0.10999070987326034
qualifying_event_rate,county,8,female,75-84,0.07997708339415732,0.04282130486994466,0.12225570253965351
qualifying_event_rate,county,8,female,85+,0.09106966501849738,0.022478572434520463,0.17955039129255548
person_years_exposure,county,9,male,0-17,2093.8540675057143,1712.3981907995162,2545.6122880162957
person_years_exposure,county,9,male,18-44,2023.707259214873,1668.7884072678398,2460.606886312171
person_years_exposure,county,9,male,45-64,2058.1690600139887,1695.9055866462895,2509.5675928427863
person_years_exposure,county,9,male,65-74,645.6114432784694,526.3101616799023,794.2943959596014
person_years_exposure,county,9,male,75-84,287.3779775640486,222.4238867845527,364.8352976349239
person_years_exposure,county,9,male,85+,67.32131241206368,41.52595636571773,93.91271329129003
person_years_exposure,county,9,male,18-64,4081.8763192288616,3363.964967805266,4968.433253119392
person_years_exposure,county,9,male,65+,1000.3107332545817,801.1316749214868,1243.8662506887736
mortality_rate,county,9,male,0-17,0.0015379366182792546,0.0,0.003913910771888182
mortality_rate,county,9,male,18-44,0.0011726235917741672,0.0,0.003161750035984871
mortality_rate,county,9,male,45-64,0.005922711424962899,0.0015230923265754967,0.012899256638509618
mortality_rate,county,9,male,65-74,0.02102688149944185,0.005631340372711206,0.04657396790642518
mortality_rate,county,9,male,75-84,0.057204978991139036,0.016811653620141972,0.13161603621323112
mortality_rate,county,9,male,85+,0.10136793916461884,0.024814464207309,0.26259708755641126
qualifying_event_rate,county,9,male,0-17,0.022631337821192584,0.014788842122750579,0.03266311140907431
qualifying_event_rate,county,9,male,18-44,0.03218651919937443,0.02199048866195427,0.04506551789212587
qualifying_event_rate,county,9,male,45-64,0.05398385988539486,0.03807791417432419,0.07295882319738269
qualifying_event_rate,county,9,male,65-74,0.08838258532828319,0.06160045118265782,0.12016385548280703
qualifying_event_rate,county,9,male,75-84,0.07866266110819868,0.05000755952696736,0.11220222237579455
qualifying_event_rate,county,9,male,85+,0.07644931341264563,0.027665414689185857,0.13330410782123667
person_years_exposure,county,9,female,0-17,1898.4823515755631,1559.0080208202598,2310.257219153571
person_years_exposure,county,9,female,18-44,2068.3357224201222,1707.9064403821212,2516.542593030333
person_years_exposure,county,9,female,45-64,2035.875895608151,1674.9266017061898,2476.758876065139
person_years_exposure,county,9,female,65-74,668.3815615142189,542.449773029501,821.9181805002122
person_years_exposure,county,9,female,75-84,269.4792781833208,207.79342052574964,341.1721865113533
person_years_exposure,county,9,female,85+,56.83988897065836,33.984007652448156,80.48903859461528
person_years_exposure,county,9,female,18-64,4104.211618028274,3382.234953572305,4993.10184632437
person_years_exposure,county,9,female,65+,994.7007286681979,793.1218351995655,1235.2819415744777
mortality_rate,county,9,female,0-17,0.0025719556971112853,0.0004486051736935774,0.0061404894254703775
mortality_rate,county,9,female,18-44,0.0006449554395546236,0.0,0.0019658383275015056
mortality_rate,county,9,female,45-64,0.004691239417197883,0.001098695025505048,0.010247177557425893
mortality_rate,county,9,female,65-74,0.02042085923245451,0.005736151457041739,0.04724020352534408
mortality_rate,county,9,female,75-84,0.05861303174054517,0.017350249401404415,0.13548230778460574
mortality_rate,county,9,female,85+,0.09868668000975608,0.021782017941969073,0.26742110007245573
qualifying_event_rate,county,9,female,0-17,0.023857718241973996,0.015457023884295935,0.03434527874212865
qualifying_event_rate,county,9,female,18-44,0.03576914194290998,0.02453201059777153,0.04960273546358864
qualifying_event_rate,county,9,female,45-64,0.05249450196306032,0.03727495374324701,0.07195841936398821
qualifying_event_rate,county,9,female,65-74,0.08158068452108837,0.05631259725502055,0.11090514368588987
qualifying_event_rate,county,9,female,75-84,0.09030614343592029,0.05643404134315593,0.1293401434153588
qualifying_event_rate,county,9,female,85+,0.08878537006318413,0.03433426487961665,0.15093236133197793
person_years_exposure,county,10,male,0-17,724.5922768484505,589.5057650767914,889.9151804914418
person_years_exposure,county,10,male,18-44,803.3580920040341,654.0355156750925,979.9007495758287
person_years_exposure,county,10,male,45-64,768.5659744392033,626.8269631374225,940.1472600453752
person_years_exposure,county,10,male,65-74,259.6660659714744,207.68254897844227,322.33822819891407
person_years_exposure,county,10,male,75-84,93.97561277637533,70.42350459492519,121.50139334395703
person_years_exposure,county,10,male,85+,17.03034640668434,9.28628464732831,24.927467777112504
person_years_exposure,county,10,male,18-64,1571.9240664432373,1281.7900139205592,1915.6411438000735
person_years_exposure,county,10,male,65+,370.672025154534,294.7116354233688,462.34822700620776
mortality_rate,county,10,male,0-17,0.001506100228526516,0.0,0.004761123629737216
mortality_rate,county,10,male,18-44,0.0010815470287773043,0.0,0.003854913069490198
mortality_rate,county,10,male,45-64,0.006142364766299337,0.0010636413014888163,0.014373266253697795
mortality_rate,county,10,male,65-74,0.020295558800658933,0.003700250353007808,0.04950667476769119
mortality_rate,county,10,male,75-84,0.055014392143706355,0.009658048513369497,0.13675704904150038
mortality_rate,county,10,male,85+,0.09033789529232411,0.0,0.311909660852969
qualifying_event_rate,county,10,male,0-17,0.014361524863694457,0.006587791550567071,0.02344716999698539
qualifying_event_rate,county,10,male,18-44,0.020706445334584045,0.011026612952755697,0.03181611896090233
qualifying_event_rate,county,10,male,45-64,0.0361261260013338,0.02208922731958487,0.052987980853710794
qualifying_event_rate,county,10,male,65-74,0.05955441791187711,0.033210744078874616,0.09047809858180175
qualifying_event_rate,county,10,male,75-84,0.05145398780379902,0.014120020318592672,0.09333402517374699
qualifying_event_rate,county,10,male,85+,0.050349050243044174,0.0,0.14941676253690347
person_years_exposure,county,10,female,0-17,767.582954299188,623.9125899315378,938.4148914975642
person_years_exposure,county,10,female,18-44,734.3005898969111,600.788516878162,894.4762444398488
person_years_exposure,county,10,female,45-64,722.2203342760116,589.7047266257651,880.3837494631662
person_years_exposure,county,10,female,65-74,226.2924303365401,181.5251256596839,281.7387459793515
person_years_exposure,county,10,female,75-84,112.89277440942242,84.76343640342661,145.09070248486378
person_years_exposure,county,10,female,85+,18.765300685131525,10.322559552390677,27.579493473139145
person_years_exposure,county,10,female,18-64,1456.5209241729226,1190.4055229855912,1772.5200756456147
person_years_exposure,county,10,female,65+,357.95050543109403,285.3976537567611,449.5963736193237
mortality_rate,county,10,female,0-17,0.0025190681204813794,0.0,0.006825495269062106
mortality_rate,county,10,female,18-44,0.0005890668326270475,0.0,0.002646718193336461
mortality_rate,county,10,female,45-64,0.0050097787209591954,0.0,0.012029422303015456
mortality_rate,county,10,female,65-74,0.021497674003042967,0.0038257665730888593,0.05343895428093563
mortality_rate,county,10,female,75-84,0.055654365259462275,0.00942049993379292,0.14028491527593356
mortality_rate,county,10,female,85+,0.09958918241410666,0.0,0.31855371570996177
qualifying_event_rate,county,10,female,0-17,0.015285139836461605,0.007249173738434298,0.024856242406472658
qualifying_event_rate,county,10,female,18-44,0.022834788780115176,0.012122513306508381,0.03526161886270318
qualifying_event_rate,county,10,female,45-64,0.03549924171072894,0.021216568363784855,0.052181506200422494
qualifying_event_rate,county,10,female,65-74,0.05572161760130273,0.028458507727248273,0.08657377233661015
qualifying_event_rate,county,10,female,75-84,0.06016964428410291,0.02563298524961434,0.10253852068325446
qualifying_event_rate,county,10,female,85+,0.06110707703167109,0.0,0.15266899819137322
person_years_exposure,county,11,male,0-17,1529.8729730354873,1261.188392217255,1862.5339352791889
person_years_exposure,county,11,male,18-44,1531.6858102856957,1266.9032448193439,1860.1978250457908
person_years_exposure,county,11,male,45-64,1563.017597519572,1295.6229609568898,1901.2981539278458
person_years_exposure,county,11,male,65-74,415.6474025928546,335.4031040897606,511.3893341282085
person_years_exposure,county,11,male,75-84,205.2001618919496,156.76032957192552,262.13163878777095
person_years_exposure,county,11,male,85+,30.275307535412008,18.107040832829156,42.30892599135495
person_years_exposure,county,11,male,18-64,3094.7034078052675,2569.12779836121,3759.5805487987723
person_years_exposure,county,11,male,65+,651.1228720202162,520.0886439074828,809.1404670651397
mortality_rate,county,11,male,0-17,0.001493371024273271,0.0,0.003935108640207669
mortality_rate,county,11,male,18-44,0.0011846118262736675,0.0,0.003262730833318274
mortality_rate,county,11,male,45-64,0.005725915719344888,0.001300142300295229,0.012580755953196186
mortality_rate,county,11,male,65-74,0.019303316363325843,0.004262325264470157,0.04517169088730523
mortality_rate,county,11,male,75-84,0.05724167041179439,0.014989868923328596,0.13200089217090882
mortality_rate,county,11,male,85+,0.090527570304437,0.0,0.26839259467007676
qualifying_event_rate,county,11,male,0-17,0.014990521536240007,0.008541168690889039,0.022642098587233685
qualifying_event_rate,county,11,male,18-44,0.021744369906678676,0.013061872928938782,0.0320579436747064
qualifying_event_rate,county,11,male,45-64,0.036634114494851676,0.024027130259388622,0.051723211986946786
qualifying_event_rate,county,11,male,65-74,0.06070828275217666,0.03770146582743845,0.08749441893945434
qualifying_event_rate,county,11,male,75-84,0.056928539179128865,0.028351125733372635,0.09042218334470953
qualifying_event_rate,county,11,male,85+,0.051854614454805575,0.0,0.12280471480460994
person_years_exposure,county,11,female,0-17,1541.7641125001128,1272.7993665928493,1877.9838659942752
person_years_exposure,county,11,female,18-44,1733.4869026871913,1439.833588081114,2102.782391297558
person_years_exposure,county,11,female,45-64,1548.8744291604532,1284.563016399489,1880.1683097024159
person_years_exposure,county,11,female,65-74,464.5381386538338,376.34944443705325,572.0393368313702
person_years_exposure,county,11,female,75-84,166.55811601360278,125.93143908037626,213.55505129227677
person_years_exposure,county,11,female,85+,34.469966604599996,20.611461831970022,49.090551886984585
person_years_exposure,county,11,female,18-64,3282.3613318476446,2724.7358596071385,3977.721803733309
person_years_exposure,county,11,female,65+,665.5662212720366,532.0187760806155,829.2865123226679
mortality_rate,county,11,female,0-17,0.0025944306055442107,0.0,0.006342659486612719
mortality_rate,county,11,female,18-44,0.0005799704008097832,0.0,0.0018547787508469357
mortality_rate,county,11,female,45-64,0.004849791957680925,0.0009268778318291425,0.010705300006419323
